amount,average_transaction_amount,amount_deviation,transaction_hour,transaction_day,transactions_last_10_minutes,transaction_frequency,is_new_device,is_new_location,merchant_risk,is_fraud
10600.99,8000.0,1.33,8,20,0,15,0,0,0,0
938.2,2000.0,0.47,19,7,0,7,0,0,0,0
58553.05,12000.0,4.88,19,11,3,28,1,0,1,0
2966.26,2500.0,1.19,16,16,0,18,0,0,0,0
2654.02,2500.0,1.06,20,16,0,14,0,0,0,0
1293.91,2000.0,0.65,6,6,0,8,0,0,0,0
3179.63,4500.0,0.71,14,11,0,50,0,0,0,0
7391.18,3000.0,2.46,16,2,0,36,0,0,0,0
38654.2,2000.0,19.33,8,4,5,35,1,1,1,1
2084.01,2500.0,0.83,14,16,0,6,0,0,0,0
2720.31,2000.0,1.36,8,3,0,50,0,0,0,0
4553.2,3000.0,1.52,10,12,0,39,0,0,0,0
8926.97,3000.0,2.98,15,17,12,30,0,1,1,1
6550.16,4500.0,1.46,9,27,1,31,0,0,0,0
70680.08,12000.0,5.89,13,17,4,30,0,0,1,0
22054.2,6000.0,3.68,5,18,3,39,0,0,0,0
1766.72,1500.0,1.18,20,16,0,49,0,0,0,0
966.02,1500.0,0.64,10,3,0,33,0,0,0,0
3758.45,4500.0,0.84,18,25,0,32,0,0,0,0
5630.18,6000.0,0.94,12,1,1,25,0,0,0,0
2467.53,2000.0,1.23,6,25,0,49,0,0,0,0
1935.86,3000.0,0.65,8,17,0,26,0,0,0,0
22192.74,12000.0,1.85,13,23,0,17,0,0,1,0
7641.09,6000.0,1.27,18,27,1,11,0,0,0,0
3469.2,2500.0,1.39,15,15,0,19,0,0,0,0
14531.32,12000.0,1.21,22,23,0,43,0,0,0,0
3965.47,3000.0,1.32,22,1,0,48,0,0,0,0
1626.41,2000.0,0.81,21,1,0,26,0,0,0,0
11604.16,2000.0,5.8,14,26,5,45,1,0,1,0
2396.39,3000.0,0.8,15,7,1,12,0,0,0,0
1301.53,1500.0,0.87,20,24,0,30,0,0,0,0
2819.14,3000.0,0.94,19,10,0,21,0,0,0,0
4133.79,4500.0,0.92,18,27,0,39,0,0,0,0
12998.87,8000.0,1.62,23,7,0,46,0,0,0,0
1999.6,1500.0,1.33,17,9,0,44,0,0,0,0
7899.53,12000.0,0.66,8,6,0,22,0,0,0,0
16155.55,12000.0,1.35,12,14,1,32,0,0,1,0
41305.25,2000.0,20.65,17,24,4,32,1,1,2,1
3029.15,3000.0,1.01,11,7,0,16,0,0,0,0
2600.0,4500.0,0.58,19,25,0,41,0,1,0,0
5855.28,2500.0,2.34,9,2,0,16,0,0,1,0
1966.23,2000.0,0.98,18,22,0,7,0,0,0,0
8623.13,12000.0,0.72,10,26,0,16,0,0,0,0
1948.77,1500.0,1.3,18,16,0,21,0,0,0,0
11223.47,12000.0,0.94,18,24,0,24,0,0,0,0
11815.47,12000.0,0.98,9,9,0,30,0,0,1,0
2408.45,2000.0,1.2,8,2,2,12,0,0,0,0
2208.53,3000.0,0.74,10,17,0,44,0,0,0,0
2404.32,1500.0,1.6,21,11,0,37,0,0,0,0
45519.42,8000.0,5.69,8,3,3,16,0,1,2,0
7580.58,8000.0,0.95,18,17,0,43,0,0,0,0
7938.68,1500.0,5.29,18,13,5,11,1,0,1,1
12435.55,12000.0,1.04,17,27,0,50,0,0,0,0
12158.76,8000.0,1.52,7,21,0,43,0,0,0,0
3188.08,3000.0,1.06,14,25,1,40,0,0,1,0
1886.14,2000.0,0.94,18,18,0,31,0,0,0,0
1613.9,1500.0,1.08,8,7,0,15,0,0,0,0
1026.74,1500.0,0.68,7,28,0,41,0,0,0,0
4726.55,4500.0,1.05,10,21,0,7,0,0,0,0
11283.74,12000.0,0.94,9,25,0,38,0,0,0,0
23318.94,4500.0,5.18,10,15,3,9,0,0,2,0
5071.69,8000.0,0.63,10,7,0,25,0,1,0,0
12118.33,12000.0,1.01,18,2,0,42,0,0,0,0
2239.21,1500.0,1.49,19,1,1,25,0,0,0,0
2644.7,3000.0,0.88,10,3,0,24,0,0,1,0
11431.49,6000.0,1.91,16,20,0,38,1,0,0,0
1448.09,1500.0,0.97,4,7,0,31,0,0,0,0
8098.64,1500.0,5.4,17,4,3,43,1,1,2,1
1543.86,2500.0,0.62,18,27,0,24,0,0,1,0
5032.89,6000.0,0.84,10,4,0,22,0,0,0,0
31937.49,2000.0,15.97,0,19,4,44,1,1,1,1
7623.27,8000.0,0.95,12,23,0,36,0,0,0,0
2538.07,2500.0,1.02,18,9,1,28,0,0,0,0
9203.94,8000.0,1.15,11,15,0,9,0,0,0,0
8921.63,8000.0,1.12,21,2,0,21,0,0,0,0
7488.52,8000.0,0.94,10,7,0,48,0,0,0,0
15457.86,12000.0,1.29,12,22,0,43,0,0,0,0
37753.32,8000.0,4.72,18,3,5,34,1,1,1,0
13511.56,3000.0,4.5,15,4,5,12,1,1,1,1
11742.27,12000.0,0.98,12,14,0,45,0,0,0,0
6416.7,6000.0,1.07,13,26,0,38,0,0,0,0
45391.93,12000.0,3.78,12,7,4,25,1,1,2,0
1559.92,3000.0,0.52,20,7,0,16,0,0,0,0
3381.31,4500.0,0.75,11,22,0,8,0,0,0,0
2634.95,2000.0,1.32,15,26,0,42,0,0,1,0
3149.19,3000.0,1.05,7,2,0,15,0,0,0,0
13654.24,12000.0,1.14,20,1,0,49,0,0,0,0
17679.0,4500.0,3.93,18,14,5,33,1,1,1,0
97647.46,2500.0,39.06,21,18,5,37,1,0,1,1
8060.07,4500.0,1.79,11,24,0,7,0,0,0,0
3999.28,6000.0,0.67,12,14,1,20,0,0,0,0
7121.46,6000.0,1.19,19,8,0,47,0,0,0,0
2647.84,2000.0,1.32,11,11,0,18,0,0,0,0
2684.23,2000.0,1.34,17,17,0,13,0,0,0,0
2941.86,3000.0,0.98,13,19,0,42,0,0,0,0
13202.51,2500.0,5.28,10,3,4,10,1,0,1,0
3817.81,8000.0,0.48,16,9,0,20,0,0,0,0
9869.79,2000.0,4.93,6,17,3,49,1,1,1,0
50582.01,12000.0,4.22,18,20,3,24,1,0,0,0
6611.03,6000.0,1.1,10,20,0,34,0,0,0,0
1590.87,2000.0,0.8,23,4,0,44,0,0,0,0
3286.18,2500.0,1.31,18,23,0,29,0,0,1,0
33403.5,8000.0,4.18,12,4,5,26,1,1,1,0
2475.05,4500.0,0.55,17,2,0,13,0,0,0,0
1683.77,1500.0,1.12,18,14,0,21,0,0,0,0
7540.17,4500.0,1.68,14,25,0,33,0,0,0,0
18507.44,8000.0,2.31,11,21,0,14,0,0,1,0
3566.54,3000.0,1.19,3,16,0,40,0,0,0,0
2170.09,2500.0,0.87,20,26,0,21,0,0,0,0
3161.74,2000.0,1.58,11,26,0,33,0,0,0,0
1243.27,2000.0,0.62,16,28,0,28,0,0,0,0
10452.89,12000.0,0.87,10,10,0,42,0,0,0,0
2257.66,3000.0,0.75,9,5,0,24,0,0,2,0
4378.39,2000.0,2.19,14,4,0,17,0,0,0,0
97061.15,4000.0,24.27,1,18,8,32,1,1,2,1
2973.39,4500.0,0.66,21,24,0,40,0,0,0,0
6936.36,6000.0,1.16,9,1,0,10,0,0,0,0
47545.2,12000.0,3.96,18,12,4,26,1,0,2,0
2523.08,3000.0,0.84,14,3,0,48,0,0,0,0
3723.02,4500.0,0.83,18,22,0,44,0,0,0,0
6597.46,6000.0,1.1,7,14,0,25,0,0,0,0
1426.64,3000.0,0.48,9,2,0,24,0,0,0,0
2533.45,4500.0,0.56,19,20,0,44,0,0,2,0
2050.42,2000.0,1.03,10,3,0,23,0,0,0,0
1920.38,3000.0,0.64,22,25,0,33,0,0,0,0
7925.07,8000.0,0.99,16,4,1,50,0,0,0,0
8721.84,8000.0,1.09,17,23,0,43,0,0,0,0
620.38,2000.0,0.31,10,15,2,5,0,0,0,0
2298.46,2500.0,0.92,6,2,1,10,0,0,0,0
2297.88,3000.0,0.77,15,18,0,32,0,0,0,0
3209.22,2000.0,1.6,21,5,0,5,0,0,0,0
8538.56,6000.0,1.42,12,16,0,9,0,0,0,0
29209.25,8000.0,3.65,15,9,3,9,0,0,2,0
5761.56,6000.0,0.96,18,16,0,12,0,1,0,0
12656.58,8000.0,1.58,6,12,0,39,0,0,0,0
2356.22,6000.0,0.39,16,23,0,17,0,0,0,0
4301.46,3000.0,1.43,15,19,0,43,0,0,1,0
6468.92,12000.0,0.54,10,28,0,28,0,0,0,0
5921.04,2500.0,2.37,19,25,0,19,0,0,0,0
2323.48,2500.0,0.93,13,9,0,10,0,0,0,0
3161.36,1500.0,2.11,22,1,0,46,0,0,0,0
10587.38,12000.0,0.88,6,7,0,17,0,0,0,0
11162.31,12000.0,0.93,16,16,0,8,0,1,0,0
1373.8,1500.0,0.92,11,22,0,18,0,0,0,0
3268.06,3000.0,1.09,10,26,0,7,0,0,0,0
40894.59,8000.0,5.11,11,21,5,11,0,0,1,0
4898.17,4500.0,1.09,15,21,0,9,0,0,0,0
2121.08,2500.0,0.85,10,28,0,33,0,0,0,0
10257.67,8000.0,1.28,13,24,0,6,0,0,0,0
17336.06,12000.0,1.44,16,20,0,24,0,0,0,0
15332.43,12000.0,1.28,16,20,1,13,0,0,0,0
1522.37,2000.0,0.76,8,3,1,20,0,0,1,0
966.26,1500.0,0.64,7,16,0,10,0,0,1,0
3290.72,3000.0,1.1,16,20,0,45,0,0,0,0
2283.04,2000.0,1.14,20,2,0,7,0,0,1,0
16541.83,3000.0,5.51,17,9,4,48,1,0,0,0
22976.62,4500.0,5.11,13,28,3,14,1,0,0,0
7713.44,8000.0,0.96,15,11,0,22,0,0,0,0
5568.95,3000.0,1.86,12,23,0,22,0,0,1,0
5772.24,6000.0,0.96,11,12,1,18,0,0,0,0
7448.89,8000.0,0.93,7,23,0,31,0,0,0,0
13288.47,2500.0,5.32,18,13,11,43,1,0,2,1
13654.57,8000.0,1.71,16,21,0,34,0,0,0,0
43468.18,8000.0,5.43,17,7,4,34,1,1,1,0
16745.1,3000.0,5.58,17,15,5,40,1,1,0,0
8858.1,12000.0,0.74,9,5,0,28,0,0,2,0
1385.2,1500.0,0.92,7,19,0,32,0,0,1,0
1506.94,2000.0,0.75,9,22,0,30,0,0,0,0
13809.51,2500.0,5.52,12,1,3,46,1,0,1,0
3828.55,3000.0,1.28,9,11,0,25,0,0,0,0
3779.68,4500.0,0.84,12,24,1,26,0,0,0,0
3659.84,2500.0,1.46,17,21,1,8,0,0,0,0
1071.47,2000.0,0.54,7,4,0,31,0,0,0,0
1909.61,2500.0,0.76,9,3,0,37,0,0,1,0
5204.88,6000.0,0.87,10,24,1,28,0,0,0,0
3460.48,4500.0,0.77,16,12,0,34,0,0,0,0
1391.56,2500.0,0.56,13,24,0,31,0,0,0,0
14038.01,12000.0,1.17,9,20,0,41,0,0,0,0
7197.76,12000.0,0.6,16,1,2,17,0,0,1,0
10483.22,2000.0,5.24,12,22,5,23,1,1,0,0
2168.56,2500.0,0.87,11,26,2,21,0,0,0,0
45813.83,8000.0,5.73,8,13,4,33,0,0,1,0
40847.86,1500.0,27.23,4,20,4,8,1,1,2,1
6165.62,4500.0,1.37,10,10,1,32,0,0,0,0
12494.4,8000.0,1.56,14,9,1,18,0,0,0,0
1337.38,3000.0,0.45,16,15,0,45,0,0,0,0
5539.14,3000.0,1.85,10,15,1,39,0,0,0,0
11235.4,8000.0,1.4,17,9,0,17,0,0,1,0
3610.51,4500.0,0.8,9,17,0,43,0,0,0,0
2105.32,1500.0,1.4,18,15,0,22,0,0,0,0
13684.17,12000.0,1.14,14,21,0,17,0,0,0,0
11811.51,12000.0,0.98,18,13,0,21,0,0,0,0
2293.24,2000.0,1.15,17,17,0,9,0,0,0,0
4522.8,3000.0,1.51,12,10,0,8,0,0,0,0
21600.15,6000.0,3.6,17,13,5,17,0,0,0,0
9492.62,8000.0,1.19,14,24,0,50,0,0,0,0
4645.58,4500.0,1.03,15,17,0,23,0,0,0,0
7513.23,8000.0,0.94,7,21,1,25,0,0,1,0
3550.51,4500.0,0.79,21,21,0,37,0,0,1,0
2448.01,1500.0,1.63,8,19,0,7,0,0,1,0
1722.6,2500.0,0.69,17,6,0,29,0,0,0,0
3166.96,4500.0,0.7,15,28,0,38,0,0,1,0
2827.02,2500.0,1.13,11,26,0,9,0,1,0,0
12490.93,8000.0,1.56,13,20,0,7,0,0,0,0
8293.81,2000.0,4.15,12,14,5,35,1,0,1,0
1499.66,1500.0,1.0,6,17,0,48,0,0,0,0
4611.08,6000.0,0.77,13,28,0,5,0,0,1,0
1648.45,2000.0,0.82,16,8,0,22,0,0,0,0
2815.7,2500.0,1.13,19,5,0,35,0,0,0,0
7547.76,1500.0,5.03,13,3,3,34,1,0,1,0
16904.05,12000.0,1.41,17,10,1,46,0,0,1,0
5794.98,1500.0,3.86,9,2,5,17,1,1,1,0
1633.6,4500.0,0.36,12,21,0,47,0,0,0,0
1461.15,1500.0,0.97,17,19,0,14,0,0,0,0
4652.95,3000.0,1.55,19,24,0,49,0,0,0,0
1547.74,2000.0,0.77,18,8,0,43,0,0,0,0
4592.01,6000.0,0.77,5,8,0,6,0,0,0,0
1148.54,1500.0,0.77,21,11,0,13,0,0,1,0
2043.27,1500.0,1.36,15,8,0,20,0,0,1,0
2694.88,2000.0,1.35,14,22,0,6,0,0,0,0
1287.36,2000.0,0.64,12,21,0,9,0,0,1,0
1058.86,2000.0,0.53,19,6,0,30,0,0,0,0
6129.26,2500.0,2.45,18,24,0,9,1,0,0,0
8586.05,12000.0,0.72,18,19,0,43,0,0,0,0
2218.6,3000.0,0.74,19,22,0,11,0,0,0,0
3021.0,1500.0,2.01,19,21,0,31,0,0,0,0
2140.89,2500.0,0.86,13,26,0,26,0,0,0,0
8276.52,2000.0,4.14,18,20,4,40,0,0,1,0
22517.02,12000.0,1.88,13,22,0,42,0,0,1,0
1120.69,1500.0,0.75,16,26,0,8,0,0,0,0
6034.6,4500.0,1.34,15,17,0,46,0,0,1,0
2336.21,2500.0,0.93,10,9,0,49,0,0,1,0
2301.26,2500.0,0.92,17,16,0,15,0,0,0,0
4032.55,4500.0,0.9,22,20,1,42,0,0,0,0
4700.32,8000.0,0.59,23,16,0,45,0,0,0,0
2532.29,2000.0,1.27,23,3,0,32,0,0,0,0
8973.08,12000.0,0.75,12,4,1,9,0,0,0,0
11118.42,3000.0,3.71,20,9,4,39,1,0,2,0
1806.67,1500.0,1.2,10,14,0,24,0,0,1,0
9470.44,2000.0,4.74,10,5,4,20,1,1,2,0
13041.49,2500.0,5.22,11,19,4,17,1,0,1,0
6303.28,6000.0,1.05,14,23,1,5,0,0,0,0
6865.98,6000.0,1.14,10,10,0,16,0,0,1,0
5225.93,6000.0,0.87,9,7,1,12,0,0,0,0
1546.42,1500.0,1.03,13,19,1,48,0,0,0,0
3062.42,3000.0,1.02,20,23,0,7,0,0,0,0
1705.3,2000.0,0.85,18,13,0,23,0,0,0,0
8206.13,12000.0,0.68,12,23,0,17,0,1,1,0
2957.77,4500.0,0.66,22,6,0,9,0,0,0,0
11821.37,12000.0,0.99,20,18,0,42,0,0,0,0
3106.43,3000.0,1.04,15,21,1,39,0,0,0,0
3882.89,3000.0,1.29,10,5,0,27,0,0,0,0
5768.66,8000.0,0.72,10,13,0,14,0,0,0,0
4657.05,8000.0,0.58,16,26,0,22,0,0,0,0
2322.88,3000.0,0.77,12,1,0,25,0,0,0,0
6030.81,12000.0,0.5,7,12,1,36,0,0,0,0
17301.86,8000.0,2.16,0,22,0,36,0,0,1,0
22600.64,6000.0,3.77,9,3,3,33,0,1,0,0
2967.16,4500.0,0.66,19,2,1,10,0,0,0,0
7844.05,2000.0,3.92,7,25,4,15,0,1,2,0
2008.87,1500.0,1.34,15,12,0,18,0,0,0,0
2808.44,2500.0,1.12,14,21,0,17,0,0,0,0
2883.79,3000.0,0.96,16,12,0,22,0,0,0,0
4438.24,3000.0,1.48,9,16,0,6,0,0,0,0
2309.17,4500.0,0.51,17,10,0,20,0,0,0,0
9428.53,6000.0,1.57,19,9,0,22,0,0,0,0
10924.58,4500.0,2.43,10,27,0,28,0,0,0,0
4278.5,2500.0,1.71,15,21,0,26,0,0,0,0
27055.66,12000.0,2.25,11,1,0,24,0,0,1,0
5632.07,4500.0,1.25,9,21,0,48,0,0,0,0
1144.31,1500.0,0.76,9,2,0,30,0,0,0,0
5129.96,4500.0,1.14,12,23,0,16,0,0,1,0
2466.96,1500.0,1.64,10,15,0,17,0,0,0,0
31406.93,6000.0,5.23,18,10,3,33,1,0,0,0
2369.5,2500.0,0.95,17,11,1,11,0,0,0,0
7119.28,6000.0,1.19,12,3,0,25,0,0,0,0
2368.93,3000.0,0.79,20,16,0,42,0,0,0,0
16794.34,3000.0,5.6,10,20,5,41,0,0,1,0
1978.38,2000.0,0.99,15,10,1,30,0,0,0,0
1362.33,1500.0,0.91,6,23,0,43,0,0,2,0
10562.1,8000.0,1.32,22,18,0,18,0,0,0,0
2643.57,3000.0,0.88,7,3,0,15,0,0,0,0
2819.09,2500.0,1.13,6,15,0,29,0,0,1,0
3344.93,2000.0,1.67,17,19,0,37,0,0,1,0
35260.38,8000.0,4.41,15,25,4,20,1,0,1,0
7634.77,2500.0,3.05,4,14,5,46,1,1,2,1
1955.86,2000.0,0.98,11,14,0,38,0,0,0,0
2679.98,1500.0,1.79,10,16,0,29,0,0,0,0
67277.78,12000.0,5.61,20,13,3,41,1,1,1,0
3353.46,4500.0,0.75,15,22,0,25,0,0,0,0
7061.33,2000.0,3.53,11,16,4,35,1,1,1,0
2999.58,1500.0,2.0,10,26,0,39,0,0,0,0
1513.4,2000.0,0.76,5,14,0,19,0,0,0,0
1881.36,6000.0,0.31,19,27,0,23,0,1,0,0
7894.31,4500.0,1.75,9,15,0,7,0,0,0,0
3216.89,8000.0,0.4,8,22,0,21,0,0,0,0
3761.54,3000.0,1.25,11,22,0,38,0,0,1,0
8569.87,8000.0,1.07,16,5,0,26,0,0,0,0
2090.54,1500.0,1.39,15,3,0,27,0,0,1,0
1703.49,2500.0,0.68,18,5,0,7,0,0,0,0
2819.91,2000.0,1.41,11,16,1,16,1,0,0,0
8855.09,1500.0,5.9,11,10,4,10,1,1,1,0
9929.97,12000.0,0.83,3,1,0,25,0,0,0,0
1625.65,2500.0,0.65,19,28,0,29,0,0,0,0
14897.55,2500.0,5.96,10,21,5,30,1,1,1,0
2026.26,3000.0,0.68,13,24,1,22,0,0,0,0
13783.61,12000.0,1.15,8,28,1,37,0,0,0,0
3813.24,12000.0,0.32,13,22,0,47,0,0,0,0
9247.88,12000.0,0.77,8,11,0,50,0,1,0,0
13024.73,12000.0,1.09,14,23,1,29,0,0,0,0
1650.18,1500.0,1.1,15,15,1,17,0,0,0,0
2455.93,1500.0,1.64,22,6,0,20,0,0,0,0
10024.55,12000.0,0.84,14,18,2,22,0,0,1,0
12279.03,6000.0,2.05,21,28,0,11,0,0,0,0
8947.71,2000.0,4.47,15,2,4,11,1,0,2,1
2372.94,1500.0,1.58,18,25,0,48,0,0,1,0
2075.7,2000.0,1.04,14,28,0,5,0,0,0,0
12253.56,8000.0,1.53,10,17,0,47,0,0,0,0
2053.83,1500.0,1.37,21,26,0,37,0,0,0,0
1233.55,2000.0,0.62,9,11,0,27,0,0,1,0
11210.75,12000.0,0.93,19,12,0,20,0,0,0,0
12431.81,12000.0,1.04,15,14,0,6,0,0,0,0
5520.04,6000.0,0.92,12,17,0,15,0,0,0,0
5042.63,3000.0,1.68,7,1,0,24,0,0,1,0
933.79,1500.0,0.62,17,1,0,49,0,0,0,0
3188.76,2000.0,1.59,4,28,0,41,0,0,2,0
1647.02,2500.0,0.66,13,17,1,19,0,0,0,0
2827.95,2500.0,1.13,16,27,0,35,0,0,0,0
8355.33,6000.0,1.39,12,4,2,15,0,0,0,0
8026.74,1500.0,5.35,10,8,4,12,1,1,1,0
4543.94,6000.0,0.76,11,18,0,46,0,0,0,0
1735.74,4500.0,0.39,8,12,0,48,0,0,0,0
1679.11,2500.0,0.67,14,17,0,7,0,0,0,0
7591.53,12000.0,0.63,12,16,0,8,0,0,0,0
20698.68,12000.0,1.72,18,22,1,35,0,0,0,0
6638.87,12000.0,0.55,18,9,0,28,0,0,0,0
6036.43,8000.0,0.75,14,26,0,16,0,0,2,0
2062.19,4500.0,0.46,12,2,0,13,0,0,0,0
2113.35,1500.0,1.41,15,9,0,10,0,1,1,0
1799.96,1500.0,1.2,1,19,0,16,0,0,0,0
4563.51,6000.0,0.76,16,4,0,41,0,0,0,0
2313.97,1500.0,1.54,10,16,1,46,1,0,0,0
8186.28,12000.0,0.68,17,9,0,22,0,0,0,0
1337.73,1500.0,0.89,14,14,0,26,0,0,0,0
8538.37,6000.0,1.42,13,18,1,46,0,0,0,0
9940.69,4500.0,2.21,19,13,0,30,0,0,0,0
1411.25,2500.0,0.56,11,9,0,49,0,0,0,0
8350.2,1500.0,5.57,8,16,4,42,1,0,1,1
1977.7,1500.0,1.32,18,20,0,35,0,0,1,0
11495.67,8000.0,1.44,19,11,1,36,0,0,0,0
9720.91,6000.0,1.62,6,13,0,46,0,0,0,0
1656.43,1500.0,1.1,18,18,0,8,0,0,0,0
6738.66,6000.0,1.12,16,4,0,39,0,0,0,0
1684.62,2000.0,0.84,17,6,1,50,0,0,1,0
6167.01,8000.0,0.77,20,27,0,10,1,0,0,0
5073.89,4500.0,1.13,15,9,0,42,0,0,0,0
2397.83,2000.0,1.2,10,17,0,17,0,0,0,0
4753.43,4500.0,1.06,17,13,1,31,0,0,0,0
3219.19,4500.0,0.72,21,2,0,44,0,0,0,0
753.69,1500.0,0.5,10,4,1,29,0,0,0,0
1245.47,2000.0,0.62,10,16,0,10,0,0,0,0
1601.59,1500.0,1.07,10,13,0,26,0,0,0,0
7571.9,6000.0,1.26,17,14,0,41,0,0,0,0
11144.18,2000.0,5.57,7,12,3,23,1,1,1,0
3378.09,3000.0,1.13,14,18,0,11,0,0,0,0
2381.32,1500.0,1.59,10,5,0,31,0,0,0,0
4117.57,6000.0,0.69,11,22,0,5,0,0,0,0
2529.92,1500.0,1.69,11,21,0,12,0,0,0,0
8925.79,8000.0,1.12,17,27,0,46,0,0,0,0
10012.89,12000.0,0.83,0,20,1,46,0,0,0,0
3550.98,2500.0,1.42,9,8,0,7,0,0,1,0
3719.13,3000.0,1.24,14,14,0,5,0,0,0,0
2342.69,4500.0,0.52,10,13,0,49,0,0,0,0
7999.58,8000.0,1.0,11,2,0,11,0,0,0,0
42266.12,12000.0,3.52,9,12,3,35,1,0,2,0
17575.72,8000.0,2.2,18,19,0,43,0,0,0,0
20309.9,12000.0,1.69,18,26,0,24,0,0,1,0
9309.1,6000.0,1.55,10,26,0,22,0,0,0,0
6113.97,1500.0,4.08,12,8,4,30,1,0,1,0
1073.29,1500.0,0.72,17,3,1,45,0,0,1,0
1050.23,1500.0,0.7,11,13,1,6,0,0,0,0
2009.03,3000.0,0.67,12,22,0,30,0,0,0,0
6296.38,4500.0,1.4,18,1,0,12,0,0,1,0
17471.5,4500.0,3.88,7,17,3,11,1,0,0,0
4738.26,6000.0,0.79,13,10,0,30,0,0,0,0
76916.42,4000.0,19.23,3,20,7,38,1,1,2,1
12214.87,2500.0,4.89,10,26,5,28,1,1,1,1
33129.76,6000.0,5.52,7,16,5,25,1,0,1,0
2402.77,2500.0,0.96,20,10,0,10,0,0,0,0
6668.01,8000.0,0.83,14,6,1,32,0,0,0,0
6035.51,4500.0,1.34,11,10,1,30,0,0,0,0
10352.29,8000.0,1.29,9,16,0,47,0,0,0,0
8694.16,12000.0,0.72,18,9,0,21,0,0,1,0
25987.26,4500.0,5.77,9,3,4,47,1,0,1,0
5498.42,12000.0,0.46,15,20,0,46,0,0,0,0
14446.03,8000.0,1.81,14,9,1,22,0,0,0,0
4238.29,4500.0,0.94,19,6,0,36,0,0,0,0
4332.87,6000.0,0.72,4,8,0,31,0,0,0,0
3235.41,3000.0,1.08,13,26,1,24,0,0,0,0
69490.95,12000.0,5.79,12,2,5,7,1,0,0,0
24891.2,4500.0,5.53,9,11,4,22,0,0,0,0
6615.37,12000.0,0.55,12,7,0,21,0,0,0,0
2791.51,3000.0,0.93,22,9,0,26,0,0,0,0
12430.21,8000.0,1.55,12,12,0,21,0,0,0,0
39065.69,8000.0,4.88,12,28,5,39,0,0,1,0
3948.21,2000.0,1.97,11,10,0,27,0,0,0,0
2928.71,3000.0,0.98,14,20,0,28,0,0,0,0
1420.35,2000.0,0.71,14,15,0,10,0,0,0,0
1670.58,2500.0,0.67,16,25,1,30,0,0,0,0
3275.68,3000.0,1.09,9,18,0,42,0,0,2,0
11171.04,4500.0,2.48,14,10,1,19,0,0,0,0
4080.16,4500.0,0.91,0,22,0,25,0,0,0,0
1667.77,1500.0,1.11,12,15,0,39,0,0,1,0
5787.92,3000.0,1.93,9,4,0,24,0,0,0,0
2510.95,3000.0,0.84,9,24,0,28,0,0,0,0
704.85,1500.0,0.47,17,14,0,39,0,0,1,0
10046.36,12000.0,0.84,13,8,0,34,0,0,0,0
3866.8,3000.0,1.29,9,1,0,38,0,0,0,0
3919.8,2000.0,1.96,22,12,0,40,0,0,0,0
2229.4,1500.0,1.49,9,18,0,9,0,0,0,0
3249.56,2000.0,1.62,21,18,0,13,0,0,0,0
1627.38,2000.0,0.81,16,1,0,29,0,0,1,0
10897.33,2500.0,4.36,6,16,3,30,1,1,1,0
4092.73,8000.0,0.51,19,27,1,42,0,0,1,0
7876.14,6000.0,1.31,15,16,1,20,0,0,0,0
1598.49,1500.0,1.07,6,16,0,48,0,0,0,0
7663.66,12000.0,0.64,13,1,0,13,0,0,0,0
17513.76,12000.0,1.46,14,20,0,22,0,0,0,0
1247.27,1500.0,0.83,17,11,0,22,0,0,0,0
13363.03,12000.0,1.11,12,6,0,11,0,0,0,0
1091.92,1500.0,0.73,20,24,0,22,0,0,0,0
4171.06,6000.0,0.7,15,28,0,9,0,0,0,0
9400.38,8000.0,1.18,18,26,0,33,0,0,0,0
1074.28,2500.0,0.43,8,25,1,6,0,0,0,0
3014.14,2000.0,1.51,10,18,0,33,0,0,0,0
6915.1,8000.0,0.86,13,21,0,32,0,0,0,0
17764.93,3000.0,5.92,9,7,4,31,1,0,1,0
5791.63,6000.0,0.97,11,5,0,45,0,0,0,0
9114.23,12000.0,0.76,16,14,0,28,0,0,0,0
8851.13,6000.0,1.48,19,24,0,36,0,0,0,0
2700.39,2000.0,1.35,13,25,0,29,0,0,0,0
2388.22,2000.0,1.19,9,19,0,7,0,0,0,0
2772.92,3000.0,0.92,15,14,0,5,0,0,0,0
18197.86,4500.0,4.04,8,14,5,17,1,1,1,0
1757.17,2000.0,0.88,14,13,0,44,0,0,0,0
6706.04,4500.0,1.49,19,15,1,7,0,0,0,0
5479.23,8000.0,0.68,10,25,0,15,0,0,0,0
13361.22,3000.0,4.45,18,5,6,34,1,0,2,1
7659.81,8000.0,0.96,4,3,0,8,0,0,0,0
5806.08,4500.0,1.29,15,19,1,5,0,0,0,0
1805.4,2000.0,0.9,0,19,0,26,0,0,0,0
2243.02,1500.0,1.5,16,5,0,18,0,0,0,0
9466.5,12000.0,0.79,20,3,0,30,0,0,0,0
6982.99,6000.0,1.16,12,11,0,11,0,0,0,0
4922.22,6000.0,0.82,14,19,2,18,0,0,0,0
1807.51,2000.0,0.9,17,6,0,10,0,0,0,0
2637.32,2000.0,1.32,9,5,0,42,0,0,1,0
3707.85,4500.0,0.82,10,3,0,13,1,0,0,0
6582.17,12000.0,0.55,13,8,0,11,0,0,0,0
1092.83,1500.0,0.73,15,26,0,36,0,0,0,0
4258.58,4500.0,0.95,4,26,1,39,0,0,0,0
58461.47,12000.0,4.87,10,13,4,6,1,0,0,0
3896.38,2500.0,1.56,12,25,0,20,0,0,0,0
3629.17,6000.0,0.6,10,27,0,32,0,0,0,0
